,ROME_PROFESSION_CARD_CODE,TXT_NAME
1088,K1702,"Supervise, coordonne et dirige les opérations de secours et d'assistance à personnes, de lutte contre les périls, sinistres, risques technologiques et naturels menaçant la sécurité publique, les biens et les patrimoines, ainsi que les opérations de gestion et prévention des risques."
1089,K1702,Intervient selon les règles de sécurité et les impératifs d'urgence et de priorité.
1090,K1703,"Commande, conduit l'instruction et l'action de combattants dans le cadre d'opérations militaires de défense de la nation, des intérêts nationaux et de la souveraineté nationale selon les ordres, les règlements, la politique de défense nationale et les institutions."
1091,K1703,Intervient dans des domaines spécialisés des armées et du combat.
1092,K1704,"Supervise et réalise les missions de protection des personnes, des biens, de la voie publique et des institutions et coordonne les forces et les services de l'ordre, selon la politique de l'Etat et la législation."
1093,K1704,Peut diriger une équipe ou un service.
1094,K1705,"Réalise les interventions de secours, d'assistance à personnes et la lutte contre les périls, sinistres, risques naturels, technologiques, ... menaçant la sécurité publique, les biens et les patrimoines selon les règles de sécurité et les impératifs d'urgence et de priorité."
1095,K1705,Peut réaliser la prévention de risques.
1096,K1705,Peut coordonner une équipe.
1097,K1706,"Réalise les opérations d'assistance à personnes, de lutte contre les troubles à la tranquillité et à l'ordre public, et de protection des biens et des institutions, selon la politique de l'Etat et la législation."
1098,K1706,Peut effectuer des enquêtes judiciaires.
1099,K1706,Peut coordonner une équipe.
1100,K1707,"Réalise l'exécution des arrêtés de police du maire en matière de prévention et de surveillance, de sécurité et de salubrité publique (circulation, urbanisme, voisinage, ...) et vérifie la conformité d'application de la législation (arrêtés municipaux et règlements) sur le territoire de la commune."
1101,K1707,Peut coordonner une équipe.
1102,K1801,Conseille et propose des actions d'accompagnement professionnel afin de favoriser l'emploi et l'insertion professionnelle des personnes.
1103,K1801,"Peut vendre des prestations (de travail temporaire, d'outplacement, ...) à des entreprises."
1104,K1802,"Conçoit ou participe à la conception de projets de développement local, social (amélioration de l'habitat, valorisation d'activités, aménagement du territoire, ...) et les met en oeuvre selon le domaine d'intervention (économique, social, urbain, ...) afin de dynamiser un territoire (ville, bassin d'emploi, région, ...)."
1105,K1802,Peut intervenir dans le montage et la réalisation de projets de développement dans le cadre d'une coopération internationale.
1106,K1802,Peut coordonner une équipe.
1107,K1901,"Informe et conseille des personnes physiques ou morales sur des questions d'ordre juridique. Produit des actes à valeur juridique, authentique, incontestable."
1108,K1901,"Peut ester (plaider, défendre, ...) en justice pour le compte de clients. Peut organiser des ventes aux enchères."
1109,K1901,Peut se substituer à des dirigeants pour redresser ou liquider des entreprises en difficulté.
1110,K1902,"Réalise l'appui administratif (courrier, recherche d'information, constitution d'un fonds documentaire, ...) d'un professionnel du droit (notaire, huissier, ...) ou d'une entreprise."
1111,K1902,Rédige des actes ou des documents à valeur juridique.
1112,K1902,"Peut authentifier des actes juridictionnels (interrogatoire, reconstitution, ...). Peut établir des constats (états des lieux, adultères, dégâts divers, ...)."
1113,K1902,Peut participer à l'organisation et à l'animation d'une vente aux enchères publiques.
1114,K1902,Peut coordonner une équipe.
1115,K1903,"Conseille et informe des personnes physiques ou morales en matière juridique et judiciaire, établit des actes juridiques et effectue la gestion de contentieux."
1116,K1903,"Peut présenter oralement la défense de clients au cours de plaidoiries, peut veiller à la sécurité juridique d'entreprises."
1117,K1903,Peut former des personnes dans sa spécialité qu'elle actualise par une veille informative.
1118,K1904,Etudie les plaintes et les suites à donner aux dossiers qui lui sont soumis.
1119,K1904,Définit la procédure à suivre et les investigations à mener pour mettre les affaires en état d'être jugées.
1120,K1904,Peut juger des litiges en conformité avec le droit. Peut requérir une peine conformément à la loi et selon l'intérêt des personnes ou de la collectivité.
1121,K1904,Peut se déplacer sur le lieu des affaires pour enquêter.
1122,K2101,Développe et met en place des dispositifs et des actions de formation d'un secteur géographique ou économique.
1123,K2101,"Conseille et assiste les entreprises dans l'organisation, l'élaboration, la mise en oeuvre et le financement de leurs dispositifs de formation."
1124,K2101,"Peut prospecter des entreprises et des financeurs (branches professionnelles, collectivités, ...), commercialiser et promouvoir des formations."
1125,K2102,"Pilote le dispositif de formation, développe les moyens pédagogiques, procède à l'organisation et à l'accompagnement de la qualification des personnes en formation."
1126,K2102,"Peut dispenser des actions de formation, concevoir et commercialiser un dispositif pédagogique."
1127,K2102,Coordonne et anime une équipe pédagogique de formateurs.
1128,K2103,"Organise et supervise le fonctionnement (administratif, budgétaire, ...) d'un établissement d'enseignement ou d'un secteur géographique d'enseignement."
1129,K2103,Met en oeuvre les orientations pédagogiques et éducatives nationales et vérifie leurs applications.
1130,K2103,Peut évaluer l'enseignement d'une discipline ou le fonctionnement du système éducatif.
1131,K2103,Peut animer des actions de formation.
1132,K2104,"Surveille les élèves et contrôle le respect du règlement intérieur de l'établissement d'enseignement (comportement, sécurité, effectifs, ponctualité, assiduité, ...) afin de garantir de bonnes conditions de scolarité."
1133,K2104,"Peut animer hors du temps de classe des actions éducatives ou périscolaires ou suivre des élèves (comportement, résultats, difficultés, ...)."
1134,K2104,Peut coordonner une équipe.
1135,K2105,"Enseigne aux élèves, dans le cadre de cours individuels ou collectifs, la pratique et les éléments théoriques (répertoire, histoire, ...) d'une discipline artistique (musique, danse, arts plastiques,....) selon le projet pédagogique de la structure."
1136,K2105,"Met en oeuvre des actions de création (exposition, concert, spectacle, ...) et favorise les échanges entre les élèves, les professionnels et le public dans le cadre de projets collectifs."
1137,K2106,"Enseigne aux élèves les apprentissages premiers et fondamentaux (lecture, écriture, ...) ou les matières d'enseignement général (français, mathématiques, histoire, géographie, ...) selon les programmes d'enseignement nationaux."
1138,K2106,Peut administrer un établissement du premier degré.
1139,K2107,Enseigne aux élèves des disciplines générales ou délivre des actions de formation selon les programmes d'enseignement nationaux.
1140,K2107,Peut coordonner une équipe pédagogique.
1141,K2108,Enseigne et transmet des connaissances à des étudiants selon les avancées de la recherche et les programmes d'enseignement nationaux.
1142,K2108,Peut réaliser des travaux de recherche fondamentale et appliquée.
1143,K2108,Peut coordonner une équipe pédagogique ou de recherche et diriger une structure ou une unité de recherche.
1144,K2109,Enseigne aux élèves et aux étudiants des disciplines techniques ou professionnelles selon les programmes d'enseignement nationaux.
1145,K2109,Peut coordonner une équipe pédagogique.
1146,K2110,"Instruit des candidats, des stagiaires à la sécurité (routière, en mer, ...) et à la conduite de véhicules à moteur ou d'engins de levage en vue de la maîtrise d'un véhicule ou l'obtention d'un permis spécifique selon la réglementation."
1147,K2110,"Peut réaliser le contrôle d'épreuves de permis (théoriques, pratiques), le contrôle administratif et pédagogique des auto-écoles et les examens d'accès à la profession de moniteur."
1148,K2110,"Peut coordonner une équipe, diriger une structure et en gérer le budget."
1149,K2111,"Réalise, dans le cadre de la formation continue, les apprentissages des savoirs et des savoir-faire de publics adultes ou jeunes afin de favoriser leur insertion professionnelle ou leur adaptation aux évolutions techniques et professionnelles."
1150,K2111,Peut réaliser l'analyse des besoins de formation d'une structure et concevoir des produits pédagogiques.
1151,K2111,Peut négocier la sous-traitance d'actions de formation.
1152,K2111,Peut coordonner une équipe.
1153,K2112,"Informe et conseille des personnes dans leurs projets d'études, de formation et de parcours professionnel en vue de leur insertion dans la vie active."
